;Airline_Name;Date_of_Journey;Source;Destination;Dept_Time;Total_Stops;Duration_of_Flight;Arr_Time;Fare
0;AirAsia;26/02/2022;Kolkata;Mumbai;13:30;1 stop ;07 h 05 m;20:35;3 379
1;AirAsia;26/02/2022;Kolkata;Mumbai;9:05;2 stop ;13 h 10 m;22:15;3 379
2;AirAsia;26/02/2022;Kolkata;Mumbai;16:15;1 stop ;08 h 20 m;0:35;3 379
3;AirAsia;26/02/2022;Kolkata;Mumbai;23:40;1 stop ;06 h 55 m;6:35;3 379
4;AirAsia;26/02/2022;Kolkata;Mumbai;20:00;1 stop ;10 h 35 m;6:35;3 379
5;AirAsia;26/02/2022;Kolkata;Mumbai;19:45;2 stop ;11 h 30 m;7:15;3 379
6;Go First;26/02/2022;Kolkata;Mumbai;4:55;Non stop;02 h 50 m;7:45;3 380
7;Go First;26/02/2022;Kolkata;Mumbai;17:30;Non stop;02 h 50 m;20:20;3 380
8;Spicejet;26/02/2022;Kolkata;Mumbai;21:55;Non stop;02 h 50 m;0:45;3 380
9;IndiGo;26/02/2022;Kolkata;Mumbai;7:30;Non stop;02 h 50 m;10:20;3 381
10;IndiGo;26/02/2022;Kolkata;Mumbai;8:55;Non stop;03 h 10 m;12:05;3 381
11;Air India;26/02/2022;Kolkata;Mumbai;9:40;Non stop;02 h 45 m;12:25;3 381
12;IndiGo;26/02/2022;Kolkata;Mumbai;10:10;Non stop;02 h 55 m;13:05;3 381
13;Vistara;26/02/2022;Kolkata;Mumbai;10:25;Non stop;02 h 35 m;13:00;3 381
14;Vistara;26/02/2022;Kolkata;Mumbai;17:35;Non stop;02 h 45 m;20:20;3 381
15;Vistara;26/02/2022;Kolkata;Mumbai;20:35;Non stop;02 h 55 m;23:30;3 381
16;Air India;26/02/2022;Kolkata;Mumbai;13:00;1 stop ;04 h 50 m;17:50;3 381
17;Go First;26/02/2022;Kolkata;Mumbai;12:30;Non stop;02 h 50 m;15:20;3 930
18;AirAsia;26/02/2022;Kolkata;Mumbai;7:40;1 stop ;14 h 35 m;22:15;4 168
19;AirAsia;26/02/2022;Kolkata;Mumbai;21:35;1 stop ;09 h 40 m;7:15;4 168
20;Air India;26/02/2022;Kolkata;Mumbai;19:00;1 stop ;04 h 55 m;23:55;4 169
21;Air India;26/02/2022;Kolkata;Mumbai;17:15;Non stop;02 h 50 m;20:05;4 253
22;IndiGo;26/02/2022;Kolkata;Mumbai;15:40;Non stop;03 h;18:40;4 358
23;IndiGo;26/02/2022;Kolkata;Mumbai;17:35;Non stop;02 h 50 m;20:25;4 358
24;Spicejet;26/02/2022;Kolkata;Mumbai;21:55;1 stop ;10 h 45 m;8:40;4 693
25;Spicejet;26/02/2022;Kolkata;Mumbai;9:35;Non stop;02 h 45 m;12:20;4 703
26;IndiGo;26/02/2022;Kolkata;Mumbai;6:50;1 stop ;05 h 25 m;12:15;4 809
27;IndiGo;26/02/2022;Kolkata;Mumbai;13:55;1 stop ;05 h 20 m;19:15;4 809
28;Air India;26/02/2022;Kolkata;Mumbai;11:35;2 stop;05 h 50 m;17:25;4 846
29;Go First;26/02/2022;Kolkata;Mumbai;6:00;1 stop ;06 h 50 m;12:50;4 902
30;Go First;26/02/2022;Kolkata;Mumbai;14:20;1 stop ;06 h 05 m;20:25;4 902
31;Air India;26/02/2022;Kolkata;Mumbai;7:00;1 stop ;05 h 50 m;12:50;5 102
32;Vistara;26/02/2022;Kolkata;Mumbai;7:10;1 stop ;05 h 25 m;12:35;5 326
33;IndiGo;26/02/2022;Kolkata;Mumbai;11:55;1 stop ;04 h 40 m;16:35;5 337
34;Air India;26/02/2022;Kolkata;Mumbai;15:30;1 stop ;05 h 45 m;21:15;5 523
35;Go First;26/02/2022;Kolkata;Mumbai;16:25;1 stop ;05 h;21:25;10 578
36;AirAsia;26/02/2022;Mumbai;Kolkata;13:05;2 stop ;06 h 10 m;19:15;2 833
37;AirAsia;26/02/2022;Mumbai;Kolkata;7:20;1 stop ;12 h 10 m;19:30;2 833
38;AirAsia;26/02/2022;Mumbai;Kolkata;14:55;2 stop ;10 h 40 m;1:35;2 833
39;Go First;26/02/2022;Mumbai;Kolkata;5:00;Non stop;02 h 30 m;7:30;2 834
40;Spicejet;26/02/2022;Mumbai;Kolkata;6:15;Non stop;02 h 40 m;8:55;2 834
41;Spicejet;26/02/2022;Mumbai;Kolkata;18:40;Non stop;02 h 45 m;21:25;2 834
42;Go First;26/02/2022;Mumbai;Kolkata;21:00;Non stop;02 h 35 m;23:35;2 834
43;Vistara;26/02/2022;Mumbai;Kolkata;7:00;Non stop;02 h 40 m;9:40;2 835
44;Vistara;26/02/2022;Mumbai;Kolkata;14:05;Non stop;02 h 50 m;16:55;2 835
45;Vistara;26/02/2022;Mumbai;Kolkata;17:20;Non stop;02 h 35 m;19:55;2 835
46;Air India;26/02/2022;Mumbai;Kolkata;20:15;1 stop ;11 h 50 m;8:05;3 623
47;IndiGo;26/02/2022;Mumbai;Kolkata;6:15;1 stop ;07 h 05 m;13:20;3 653
48;Go First;26/02/2022;Mumbai;Kolkata;5:00;1 stop ;04 h 05 m;9:05;3 830
49;Go First;26/02/2022;Mumbai;Kolkata;21:00;1 stop ;04 h 05 m;1:05;3 830
50;IndiGo;26/02/2022;Mumbai;Kolkata;16:20;1 stop ;06 h 20 m;22:40;3 883
51;IndiGo;26/02/2022;Mumbai;Kolkata;12:45;1 stop ;09 h 55 m;22:40;3 883
52;Go First;26/02/2022;Mumbai;Kolkata;15:00;Non stop;02 h 30 m;17:30;3 934
53;IndiGo;26/02/2022;Mumbai;Kolkata;13:55;1 stop ;09 h;22:55;4 132
54;IndiGo;26/02/2022;Mumbai;Kolkata;12:45;1 stop ;06 h 30 m;19:15;4 303
55;IndiGo;26/02/2022;Mumbai;Kolkata;10:45;1 stop ;08 h 30 m;19:15;4 303
56;AirAsia;26/02/2022;Mumbai;Kolkata;22:55;1 stop ;08 h 15 m;7:10;4 351
57;Vistara;26/02/2022;Mumbai;Kolkata;22:45;1 stop ;09 h 50 m;8:35;4 556
58;Go First;26/02/2022;Mumbai;Kolkata;5:45;1 stop ;05 h 50 m;11:35;4 790
59;Vistara;26/02/2022;Mumbai;Kolkata;12:25;1 stop ;05 h 40 m;18:05;4 791
60;Vistara;26/02/2022;Mumbai;Kolkata;11:55;1 stop ;06 h 10 m;18:05;4 791
61;Vistara;26/02/2022;Mumbai;Kolkata;10:25;1 stop ;07 h 40 m;18:05;4 791
62;Vistara;26/02/2022;Mumbai;Kolkata;15:45;1 stop ;07 h;22:45;4 791
63;Vistara;26/02/2022;Mumbai;Kolkata;14:40;1 stop ;08 h 05 m;22:45;4 791
64;Spicejet;26/02/2022;Mumbai;Kolkata;14:55;1 stop ;06 h 35 m;21:30;4 797
65;IndiGo;26/02/2022;Mumbai;Kolkata;11:40;1 stop ;09 h 15 m;20:55;4 807
66;Go First;26/02/2022;Mumbai;Kolkata;23:45;1 stop ;08 h 15 m;8:00;4 820
67;Go First;26/02/2022;Mumbai;Kolkata;14:35;1 stop ;07 h 45 m;22:20;4 961
68;AirAsia;26/02/2022;Mumbai;Kolkata;20:10;1 stop ;05 h 25 m;1:35;4 985
69;Air India;26/02/2022;Mumbai;Kolkata;9:30;2 stop ;08 h 05 m;17:35;5 070
70;Vistara;26/02/2022;Mumbai;Kolkata;17:35;1 stop ;05 h 10 m;22:45;5 191
71;Go First;26/02/2022;Mumbai;Kolkata;12:30;1 stop ;05 h 30 m;18:00;5 415
72;Spicejet;26/02/2022;Mumbai;Kolkata;15:30;1 stop ;05 h 55 m;21:25;5 698
73;Go First;26/02/2022;Mumbai;Kolkata;10:55;1 stop ;05 h 20 m;16:15;5 896
74;IndiGo;28/02/2022;New Delhi;Bengaluru;6:45;1 stop ;12 h;18:45;2 863
75;IndiGo;28/02/2022;New Delhi;Bengaluru;21:15;1 stop ;11 h;8:15;2 863
76;AirAsia;28/02/2022;New Delhi;Bengaluru;5:45;1 stop ;08 h 10 m;13:55;3 090
77;AirAsia;28/02/2022;New Delhi;Bengaluru;11:55;1 stop ;07 h 25 m;19:20;3 090
78;AirAsia;28/02/2022;New Delhi;Bengaluru;14:40;2 stop ;06 h 10 m;20:50;3 090
79;IndiGo;28/02/2022;New Delhi;Bengaluru;4:50;1 stop ;10 h 50 m;15:40;3 091
80;Spicejet;28/02/2022;New Delhi;Bengaluru;5:35;Non stop;02 h 30 m;8:05;3 169
81;Vistara;28/02/2022;New Delhi;Bengaluru;5:55;Non stop;02 h 45 m;8:40;3 169
82;Go First;28/02/2022;New Delhi;Bengaluru;6:05;Non stop;02 h 35 m;8:40;3 169
83;IndiGo;28/02/2022;New Delhi;Bengaluru;6:10;Non stop;02 h 40 m;8:50;3 169
84;IndiGo;28/02/2022;New Delhi;Bengaluru;7:20;Non stop;02 h 55 m;10:15;3 169
85;AirAsia;28/02/2022;New Delhi;Bengaluru;8:00;Non stop;02 h 40 m;10:40;3 169
86;IndiGo;28/02/2022;New Delhi;Bengaluru;15:30;Non stop;03 h;18:30;3 169
87;Spicejet;28/02/2022;New Delhi;Bengaluru;19:40;Non stop;02 h 45 m;22:25;3 169
88;Vistara;28/02/2022;New Delhi;Bengaluru;19:50;Non stop;02 h 50 m;22:40;3 169
89;IndiGo;28/02/2022;New Delhi;Bengaluru;21:25;Non stop;02 h 55 m;0:20;3 169
90;Spicejet;28/02/2022;New Delhi;Bengaluru;22:30;Non stop;02 h 45 m;1:15;3 169
91;Air India;28/02/2022;New Delhi;Bengaluru;6:10;Non stop;02 h 45 m;8:55;3 170
92;Air India;28/02/2022;New Delhi;Bengaluru;9:45;Non stop;02 h 45 m;12:30;3 170
93;IndiGo;28/02/2022;New Delhi;Bengaluru;9:40;1 stop ;08 h 50 m;18:30;3 253
94;IndiGo;28/02/2022;New Delhi;Bengaluru;9:40;1 stop ;09 h 05 m;18:45;3 253
95;IndiGo;28/02/2022;New Delhi;Bengaluru;9:40;1 stop ;09 h 55 m;19:35;3 253
96;IndiGo;28/02/2022;New Delhi;Bengaluru;9:40;1 stop ;11 h 05 m;20:45;3 253
97;Spicejet;28/02/2022;New Delhi;Bengaluru;9:30;1 stop ;07 h 20 m;16:50;3 303
98;Spicejet;28/02/2022;New Delhi;Bengaluru;17:45;1 stop ;23 h 05 m;16:50;3 426
99;AirAsia;28/02/2022;New Delhi;Bengaluru;16:05;Non stop;02 h 40 m;18:45;3 483
100;IndiGo;28/02/2022;New Delhi;Bengaluru;11:00;1 stop ;07 h 45 m;18:45;3 650
101;IndiGo;28/02/2022;New Delhi;Bengaluru;11:00;1 stop ;08 h 35 m;19:35;3 650
102;IndiGo;28/02/2022;New Delhi;Bengaluru;12:55;1 stop ;05 h 35 m;18:30;3 671
103;IndiGo;28/02/2022;New Delhi;Bengaluru;12:55;1 stop ;05 h 50 m;18:45;3 671
104;IndiGo;28/02/2022;New Delhi;Bengaluru;12:55;1 stop ;07 h 50 m;20:45;3 671
105;IndiGo;28/02/2022;New Delhi;Bengaluru;17:45;1 stop ;05 h 05 m;22:50;3 671
106;IndiGo;28/02/2022;New Delhi;Bengaluru;12:55;1 stop ;09 h 55 m;22:50;3 671
107;Spicejet;28/02/2022;New Delhi;Bengaluru;18:55;1 stop ;14 h 45 m;9:40;3 707
108;Go First;28/02/2022;New Delhi;Bengaluru;19:35;1 stop ;10 h 40 m;6:15;3 710
109;IndiGo;28/02/2022;New Delhi;Bengaluru;13:25;1 stop ;07 h 25 m;20:50;3 732
110;IndiGo;28/02/2022;New Delhi;Bengaluru;13:25;1 stop ;10 h 30 m;23:55;3 732
111;IndiGo;28/02/2022;New Delhi;Bengaluru;21:20;1 stop ;11 h 35 m;8:55;3 992
112;Go First;28/02/2022;New Delhi;Bengaluru;13:30;1 stop ;06 h 10 m;19:40;4 020
113;Go First;28/02/2022;New Delhi;Bengaluru;15:00;1 stop ;07 h 45 m;22:45;4 020
114;Spicejet;28/02/2022;New Delhi;Bengaluru;7:25;1 stop ;13 h 55 m;21:20;4 067
115;Spicejet;28/02/2022;New Delhi;Bengaluru;7:45;1 stop ;15 h;22:45;4 067
116;Spicejet;28/02/2022;New Delhi;Bengaluru;19:30;1 stop ;13 h 30 m;9:00;4 067
117;Spicejet;28/02/2022;New Delhi;Bengaluru;16:20;1 stop ;16 h 40 m;9:00;4 067
118;Spicejet;28/02/2022;New Delhi;Bengaluru;12:00;1 stop ;21 h;9:00;4 067
119;Spicejet;28/02/2022;New Delhi;Bengaluru;15:30;1 stop ;19 h 50 m;11:20;4 067
120;Spicejet;28/02/2022;New Delhi;Bengaluru;11:55;1 stop ;25 h 40 m;13:35;4 067
121;Go First;28/02/2022;New Delhi;Bengaluru;15:30;1 stop ;11 h 30 m;3:00;4 205
122;AirAsia;28/02/2022;New Delhi;Bengaluru;15:25;1 stop ;05 h 25 m;20:50;4 212
123;IndiGo;28/02/2022;New Delhi;Bengaluru;21:50;1 stop ;10 h;7:50;5 124
124;IndiGo;28/02/2022;New Delhi;Bengaluru;10:15;1 stop ;06 h 25 m;16:40;5 220
125;Go First;28/02/2022;New Delhi;Bengaluru;9:00;1 stop ;07 h 25 m;16:25;5 324
126;IndiGo;28/02/2022;New Delhi;Bengaluru;16:50;1 stop ;06 h 30 m;23:20;5 955
127;IndiGo;28/02/2022;New Delhi;Bengaluru;17:25;1 stop ;06 h 30 m;23:55;6 169
128;Go First;28/02/2022;New Delhi;Bengaluru;10:45;1 stop ;06 h 25 m;17:10;6 719
129;Go First;28/02/2022;New Delhi;Bengaluru;9:00;1 stop ;08 h 10 m;17:10;6 719
130;Go First;28/02/2022;New Delhi;Bengaluru;8:00;1 stop ;09 h 10 m;17:10;6 719
131;IndiGo;28/02/2022;New Delhi;Bengaluru;13:40;1 stop ;09 h 50 m;23:30;7 425
132;IndiGo;28/02/2022;New Delhi;Bengaluru;9:40;2 stop ;07 h 55 m;17:35;7 886
133;IndiGo;28/02/2022;New Delhi;Bengaluru;12:45;1 stop ;08 h 20 m;21:05;8 066
134;Go First;28/02/2022;New Delhi;Bengaluru;10:50;1 stop ;04 h 20 m;15:10;10 672
135;IndiGo;28/02/2022;Bengaluru;New Delhi;13:05;1 stop ;05 h 05 m;18:10;2 979
136;IndiGo;28/02/2022;Bengaluru;New Delhi;9:20;1 stop ;08 h 50 m;18:10;2 979
137;IndiGo;28/02/2022;Bengaluru;New Delhi;7:10;1 stop ;11 h;18:10;2 979
138;IndiGo;28/02/2022;Bengaluru;New Delhi;16:20;1 stop ;07 h 25 m;23:45;2 979
139;IndiGo;28/02/2022;Bengaluru;New Delhi;13:05;1 stop ;10 h 40 m;23:45;2 979
140;IndiGo;28/02/2022;Bengaluru;New Delhi;19:20;1 stop ;05 h 45 m;1:05;2 979
141;IndiGo;28/02/2022;Bengaluru;New Delhi;16:20;1 stop ;08 h 45 m;1:05;2 979
142;IndiGo;28/02/2022;Bengaluru;New Delhi;11:20;1 stop ;05 h 10 m;16:30;3 057
143;IndiGo;28/02/2022;Bengaluru;New Delhi;5:15;1 stop ;11 h 15 m;16:30;3 057
144;IndiGo;28/02/2022;Bengaluru;New Delhi;17:15;1 stop ;05 h 25 m;22:40;3 057
145;IndiGo;28/02/2022;Bengaluru;New Delhi;20:15;1 stop ;05 h 50 m;2:05;3 057
146;IndiGo;28/02/2022;Bengaluru;New Delhi;17:15;1 stop ;08 h 50 m;2:05;3 057
147;IndiGo;28/02/2022;Bengaluru;New Delhi;4:40;Non stop;02 h 55 m;7:35;3 233
148;Spicejet;28/02/2022;Bengaluru;New Delhi;5:55;Non stop;02 h 45 m;8:40;3 233
149;IndiGo;28/02/2022;Bengaluru;New Delhi;7:50;Non stop;03 h;10:50;3 233
150;Vistara;28/02/2022;Bengaluru;New Delhi;8:00;Non stop;02 h 40 m;10:40;3 233
151;IndiGo;28/02/2022;Bengaluru;New Delhi;9:30;Non stop;02 h 45 m;12:15;3 233
152;AirAsia;28/02/2022;Bengaluru;New Delhi;11:20;Non stop;02 h 45 m;14:05;3 233
153;IndiGo;28/02/2022;Bengaluru;New Delhi;14:00;Non stop;02 h 45 m;16:45;3 233
154;Spicejet;28/02/2022;Bengaluru;New Delhi;19:05;Non stop;02 h 45 m;21:50;3 233
155;IndiGo;28/02/2022;Bengaluru;New Delhi;20:10;Non stop;03 h;23:10;3 233
156;Spicejet;28/02/2022;Bengaluru;New Delhi;21:55;Non stop;02 h 40 m;0:35;3 233
157;AirAsia;28/02/2022;Bengaluru;New Delhi;22:25;Non stop;02 h 55 m;1:20;3 233
158;AirAsia;28/02/2022;Bengaluru;New Delhi;17:30;1 stop ;07 h 05 m;0:35;3 233
159;AirAsia;28/02/2022;Bengaluru;New Delhi;18:50;1 stop ;06 h 10 m;1:00;3 233
160;Air India;28/02/2022;Bengaluru;New Delhi;17:50;Non stop;02 h 45 m;20:35;3 234
161;IndiGo;28/02/2022;Bengaluru;New Delhi;7:10;1 stop ;09 h;16:10;3 372
162;IndiGo;28/02/2022;Bengaluru;New Delhi;6:10;1 stop ;10 h;16:10;3 372
163;IndiGo;28/02/2022;Bengaluru;New Delhi;14:45;1 stop ;05 h 10 m;19:55;3 372
164;IndiGo;28/02/2022;Bengaluru;New Delhi;9:20;1 stop ;10 h 35 m;19:55;3 372
165;Go First;28/02/2022;Bengaluru;New Delhi;5:40;1 stop ;09 h 55 m;15:35;3 466
166;Spicejet;28/02/2022;Bengaluru;New Delhi;10:20;1 stop ;09 h 25 m;19:45;3 466
167;Go First;28/02/2022;Bengaluru;New Delhi;16:45;1 stop ;06 h 10 m;22:55;3 466
168;Spicejet;28/02/2022;Bengaluru;New Delhi;10:20;1 stop ;22 h 40 m;9:00;3 466
169;AirAsia;28/02/2022;Bengaluru;New Delhi;22:00;1 stop ;05 h 35 m;3:35;3 525
170;Air India;28/02/2022;Bengaluru;New Delhi;7:35;1 stop ;06 h 15 m;13:50;3 674
171;Spicejet;28/02/2022;Bengaluru;New Delhi;6:50;1 stop ;18 h 20 m;1:10;3 754
172;Spicejet;28/02/2022;Bengaluru;New Delhi;6:50;1 stop ;25 h 55 m;8:45;3 754
173;IndiGo;28/02/2022;Bengaluru;New Delhi;7:10;1 stop ;04 h 45 m;11:55;3 788
174;IndiGo;28/02/2022;Bengaluru;New Delhi;6:10;1 stop ;05 h 45 m;11:55;3 788
175;Go First;28/02/2022;Bengaluru;New Delhi;10:00;1 stop ;05 h 45 m;15:45;4 028
176;Go First;28/02/2022;Bengaluru;New Delhi;5:45;1 stop ;10 h;15:45;4 028
177;Go First;28/02/2022;Bengaluru;New Delhi;8:10;1 stop ;08 h 25 m;16:35;4 028
178;Go First;28/02/2022;Bengaluru;New Delhi;10:00;1 stop ;12 h 25 m;22:25;4 028
179;Go First;28/02/2022;Bengaluru;New Delhi;11:00;1 stop ;08 h 55 m;19:55;4 294
180;Vistara;28/02/2022;Bengaluru;New Delhi;18:25;1 stop ;04 h 35 m;23:00;4 336
181;IndiGo;28/02/2022;Bengaluru;New Delhi;10:05;1 stop ;05 h 25 m;15:30;4 570
182;IndiGo;28/02/2022;Bengaluru;New Delhi;8:40;1 stop ;11 h 45 m;20:25;4 806
183;IndiGo;28/02/2022;Bengaluru;New Delhi;8:40;1 stop ;06 h 40 m;15:20;5 152
184;IndiGo;28/02/2022;Bengaluru;New Delhi;11:40;1 stop ;09 h 40 m;21:20;5 283
185;Go First;28/02/2022;Bengaluru;New Delhi;9:15;1 stop ;06 h 15 m;15:30;5 696
186;Go First;28/02/2022;Bengaluru;New Delhi;9:15;1 stop ;09 h 45 m;19:00;5 696
187;Spicejet;28/02/2022;Bengaluru;New Delhi;15:45;1 stop ;05 h 30 m;21:15;5 696
188;Go First;28/02/2022;Bengaluru;New Delhi;11:45;1 stop ;10 h 15 m;22:00;5 696
189;Spicejet;28/02/2022;Bengaluru;New Delhi;15:45;1 stop ;19 h 35 m;11:20;5 696
190;Spicejet;28/02/2022;Bengaluru;New Delhi;5:45;1 stop ;16 h 25 m;22:10;6 118
191;Spicejet;28/02/2022;Bengaluru;New Delhi;5:45;1 stop ;19 h 15 m;1:00;6 118
192;Spicejet;28/02/2022;Bengaluru;New Delhi;5:45;1 stop ;12 h;17:45;6 720
193;IndiGo;28/02/2022;Bengaluru;New Delhi;9:50;1 stop ;07 h 45 m;17:35;7 488
194;Spicejet;28/02/2022;Bengaluru;New Delhi;6:20;1 stop ;08 h 40 m;15:00;7 746
195;Spicejet;28/02/2022;Bengaluru;New Delhi;9:20;1 stop ;10 h 10 m;19:30;8 379
196;Spicejet;28/02/2022;Bengaluru;New Delhi;14:05;1 stop ;26 h 30 m;16:35;9 849
197;Spicejet;5/3/22;New Delhi;Mumbai;6:20;Non stop;02 h 20 m;8:40;2 409
198;Spicejet;5/3/22;New Delhi;Mumbai;7:20;Non stop;02 h 15 m;9:35;2 409
199;Spicejet;5/3/22;New Delhi;Mumbai;18:55;Non stop;02 h 10 m;21:05;2 409
200;Spicejet;5/3/22;New Delhi;Mumbai;19:45;Non stop;02 h 20 m;22:05;2 409
201;Spicejet;5/3/22;New Delhi;Mumbai;7:45;1 stop ;04 h 15 m;12:00;2 409
202;AirAsia;5/3/22;New Delhi;Mumbai;19:00;1 stop ;05 h 35 m;0:35;2 409
203;AirAsia;5/3/22;New Delhi;Mumbai;20:45;1 stop ;10 h 30 m;7:15;2 409
204;AirAsia;5/3/22;New Delhi;Mumbai;22:10;1 stop ;14 h 15 m;12:25;2 409
205;IndiGo;5/3/22;New Delhi;Mumbai;6:30;Non stop;02 h 10 m;8:40;2 410
206;IndiGo;5/3/22;New Delhi;Mumbai;7:15;Non stop;02 h 10 m;9:25;2 410
207;IndiGo;5/3/22;New Delhi;Mumbai;8:45;Non stop;02 h 20 m;11:05;2 410
208;IndiGo;5/3/22;New Delhi;Mumbai;9:30;Non stop;02 h 30 m;12:00;2 410
209;Go First;5/3/22;New Delhi;Mumbai;10:30;Non stop;02 h 20 m;12:50;2 410
210;IndiGo;5/3/22;New Delhi;Mumbai;10:45;Non stop;02 h 20 m;13:05;2 410
211;IndiGo;5/3/22;New Delhi;Mumbai;12:00;Non stop;02 h 10 m;14:10;2 410
212;IndiGo;5/3/22;New Delhi;Mumbai;14:20;Non stop;02 h 15 m;16:35;2 410
213;IndiGo;5/3/22;New Delhi;Mumbai;17:15;Non stop;02 h 10 m;19:25;2 410
214;Go First;5/3/22;New Delhi;Mumbai;18:05;Non stop;02 h 20 m;20:25;2 410
215;IndiGo;5/3/22;New Delhi;Mumbai;18:40;Non stop;02 h 10 m;20:50;2 410
216;IndiGo;5/3/22;New Delhi;Mumbai;21:15;Non stop;02 h 15 m;23:30;2 410
217;IndiGo;5/3/22;New Delhi;Mumbai;23:35;Non stop;02 h 10 m;1:45;2 410
218;IndiGo;5/3/22;New Delhi;Mumbai;7:00;1 stop ;07 h 35 m;14:35;2 463
219;Air India;5/3/22;New Delhi;Mumbai;10:40;Non stop;02 h 10 m;12:50;2 476
220;Air India;5/3/22;New Delhi;Mumbai;18:00;Non stop;02 h;20:00;2 476
221;Air India;5/3/22;New Delhi;Mumbai;19:00;Non stop;02 h 15 m;21:15;2 476
222;Air India;5/3/22;New Delhi;Mumbai;20:00;Non stop;02 h 10 m;22:10;2 476
223;Air India;5/3/22;New Delhi;Mumbai;14:30;1 stop ;03 h 30 m;18:00;2 476
224;Vistara;5/3/22;New Delhi;Mumbai;20:40;Non stop;02 h 10 m;22:50;2 477
225;Vistara;5/3/22;New Delhi;Mumbai;11:40;Non stop;02 h 20 m;14:00;2 701
226;Spicejet;5/3/22;New Delhi;Mumbai;19:20;1 stop ;04 h 30 m;23:50;2 800
227;Spicejet;5/3/22;New Delhi;Mumbai;19:20;1 stop ;15 h 15 m;10:35;2 800
228;Vistara;5/3/22;New Delhi;Mumbai;8:50;Non stop;02 h 20 m;11:10;3 101
229;Vistara;5/3/22;New Delhi;Mumbai;16:45;Non stop;02 h 20 m;19:05;3 101
230;Spicejet;5/3/22;New Delhi;Mumbai;15:30;1 stop ;21 h 05 m;12:35;3 287
231;IndiGo;5/3/22;New Delhi;Mumbai;14:05;1 stop ;08 h 20 m;22:25;3 323
232;IndiGo;5/3/22;New Delhi;Mumbai;5:15;1 stop ;04 h 50 m;10:05;3 408
233;IndiGo;5/3/22;New Delhi;Mumbai;18:30;1 stop ;04 h 55 m;23:25;3 408
234;IndiGo;5/3/22;New Delhi;Mumbai;22:15;1 stop ;10 h 10 m;8:25;3 408
235;IndiGo;5/3/22;New Delhi;Mumbai;18:00;1 stop ;04 h 25 m;22:25;3 486
236;Spicejet;5/3/22;New Delhi;Mumbai;18:10;1 stop ;13 h 15 m;7:25;3 519
237;Spicejet;5/3/22;New Delhi;Mumbai;15:45;1 stop ;25 h 45 m;17:30;3 519
238;IndiGo;5/3/22;New Delhi;Mumbai;12:45;1 stop ;08 h;20:45;3 546
239;IndiGo;5/3/22;New Delhi;Mumbai;21:50;1 stop ;10 h 25 m;8:15;3 546
240;Vistara;5/3/22;New Delhi;Mumbai;19:00;Non stop;02 h 15 m;21:15;3 626
241;IndiGo;5/3/22;New Delhi;Mumbai;17:55;1 stop ;05 h 20 m;23:15;3 959
242;IndiGo;5/3/22;New Delhi;Mumbai;12:55;1 stop ;10 h 20 m;23:15;3 959
243;IndiGo;5/3/22;New Delhi;Mumbai;7:20;1 stop ;05 h 05 m;12:25;4 055
244;IndiGo;5/3/22;New Delhi;Mumbai;14:05;1 stop ;03 h 50 m;17:55;4 321
245;IndiGo;5/3/22;New Delhi;Mumbai;10:15;1 stop ;07 h 40 m;17:55;4 485
246;Go First;5/3/22;New Delhi;Mumbai;6:05;1 stop ;15 h 45 m;21:50;4 814
247;Go First;5/3/22;New Delhi;Mumbai;18:40;1 stop ;12 h 40 m;7:20;4 814
248;Go First;5/3/22;New Delhi;Mumbai;18:40;1 stop ;15 h 10 m;9:50;4 814
249;Go First;5/3/22;New Delhi;Mumbai;19:25;1 stop ;12 h 20 m;7:45;4 833
250;Go First;5/3/22;New Delhi;Mumbai;9:00;1 stop ;11 h 20 m;20:20;5 087
251;Go First;5/3/22;New Delhi;Mumbai;5:50;1 stop ;09 h 30 m;15:20;5 383
252;Go First;5/3/22;New Delhi;Mumbai;10:45;1 stop ;06 h 15 m;17:00;5 584
253;Go First;5/3/22;New Delhi;Mumbai;8:00;1 stop ;09 h;17:00;5 584
254;Go First;5/3/22;New Delhi;Mumbai;6:05;1 stop ;10 h 55 m;17:00;5 584
255;Go First;5/3/22;New Delhi;Mumbai;12:50;1 stop ;09 h 15 m;22:05;5 600
256;IndiGo;5/3/22;New Delhi;Mumbai;13:50;1 stop ;06 h;19:50;5 619
257;Go First;5/3/22;New Delhi;Mumbai;10:30;1 stop ;12 h 45 m;23:15;5 958
258;IndiGo;5/3/22;Mumbai;New Delhi;7:05;Non stop;02 h 15 m;9:20;2 339
259;IndiGo;5/3/22;Mumbai;New Delhi;8:30;Non stop;01 h 55 m;10:25;2 339
260;IndiGo;5/3/22;Mumbai;New Delhi;9:20;Non stop;02 h 10 m;11:30;2 339
261;IndiGo;5/3/22;Mumbai;New Delhi;10:05;Non stop;02 h 10 m;12:15;2 339
262;IndiGo;5/3/22;Mumbai;New Delhi;11:45;Non stop;02 h 15 m;14:00;2 339
263;IndiGo;5/3/22;Mumbai;New Delhi;13:40;Non stop;02 h 10 m;15:50;2 339
264;Go First;5/3/22;Mumbai;New Delhi;14:30;Non stop;02 h 05 m;16:35;2 339
265;IndiGo;5/3/22;Mumbai;New Delhi;15:50;Non stop;02 h 10 m;18:00;2 339
266;IndiGo;5/3/22;Mumbai;New Delhi;17:15;Non stop;02 h 05 m;19:20;2 339
267;IndiGo;5/3/22;Mumbai;New Delhi;18:30;Non stop;02 h 05 m;20:35;2 339
